SeqID	ctrl_1	6hpi_1	1dpi_1	3dpi_1	1wpi_1	2wpi_1	3wpi_1	4wpi_1	5wpi_1	6wpi_1	12wpi_1
NA|ENSPMAT00000010753	1.104	4.961	1.285	2.079	2.593	1.272	1.935	1.491	3.290	2.601	4.224
NA|ENSPMAT00000010754	3.045	17.414	4.791	6.274	6.535	3.158	3.296	3.844	10.017	10.115	12.917
NA|ENSPMAT00000010755	0.373	2.351	0.517	0.396	1.332	0.773	0.549	0.637	0.970	1.015	0.387
NA|ENSPMAT00000010756	10.592	61.725	20.244	29.105	44.770	23.258	15.565	15.714	51.776	55.439	44.605
NA|ENSPMAT00000010758	4.994	40.440	11.275	9.145	14.729	7.829	7.526	5.247	21.376	34.402	23.216
NA|ENSPMAT00000010759	0.700	1.026	0.123	0.285	0.616	0.319	0.571	0.094	0.143	0.345	0.000
NA|ENSPMAT00000010760	0.538	2.683	1.482	1.923	1.418	1.056	1.465	1.520	1.615	1.699	1.362
NA|ENSPMAT00000010761	0.212	0.000	4.670	0.376	0.307	0.660	0.132	0.000	0.000	7.317	0.206
NA|ENSPMAT00000010762	0.409	0.123	0.116	0.047	0.041	0.011	0.184	0.047	0.170	0.064	0.084
NA|ENSPMAT00000010764	0.157	0.502	0.165	0.194	0.117	0.066	0.203	0.076	0.107	0.353	0.180
NA|ENSPMAT00000010766	3.083	31.058	3.168	15.256	12.343	6.982	7.147	4.699	16.168	7.038	24.310
NA|ENSPMAT00000010770	0.157	1.099	0.070	0.183	0.660	0.385	0.396	0.218	0.720	0.161	1.044
NA|ENSPMAT00000010772	0.774	2.777	0.743	1.339	1.403	0.660	0.924	0.486	1.761	1.060	1.878
NA|ENSPMAT00000010773	0.141	0.359	0.038	0.198	0.107	0.138	0.142	0.087	0.127	0.064	0.090
NA|ENSPMAT00000010774	0.537	2.539	0.533	1.010	1.264	0.644	0.527	0.702	1.273	0.903	2.272
NA|ENSPMAT00000010775	0.285	1.655	0.381	0.437	0.886	0.472	0.547	0.733	1.027	0.672	0.964
NA|ENSPMAT00000010776	0.854	4.417	2.481	3.480	2.142	0.993	1.201	1.031	2.048	2.637	1.753
NA|ENSPMAT00000010778	5.979	57.443	12.810	22.324	32.376	22.188	15.120	16.650	32.122	19.990	41.090
NA|ENSPMAT00000010779	0.524	0.000	0.000	0.424	0.000	0.000	0.146	0.164	0.000	0.000	0.000
NA|ENSPMAT00000010780	2.164	21.931	2.533	4.713	5.403	2.924	4.279	2.915	6.845	4.131	7.178
NA|ENSPMAT00000010781	0.114	0.964	0.213	0.117	0.230	0.076	0.088	0.124	0.228	0.162	0.157
NA|ENSPMAT00000010782	0.228	2.005	0.027	0.139	0.050	0.197	0.180	0.267	0.528	0.000	0.507
NA|ENSPMAT00000010783	1.996	22.026	0.333	1.767	8.080	3.315	2.499	2.040	7.455	0.588	8.963
NA|ENSPMAT00000010784	0.690	2.872	0.448	0.963	1.072	0.846	1.112	0.927	1.517	0.785	1.479
NA|ENSPMAT00000010787	2.470	15.103	4.667	6.389	6.440	3.744	4.516	4.035	10.367	12.657	12.653
NA|ENSPMAT00000010788	1.656	10.649	3.992	6.403	5.581	3.378	2.465	3.147	6.942	8.526	8.948
NA|ENSPMAT00000010789	0.043	0.156	0.043	0.123	0.083	0.057	0.068	0.113	0.215	0.138	0.212
NA|ENSPMAT00000010791	0.965	5.212	1.321	0.990	1.163	0.721	1.526	0.996	2.318	1.678	2.586
NA|ENSPMAT00000010792	3.515	16.026	10.242	5.511	5.490	3.959	4.618	4.243	11.515	27.713	11.018
NA|ENSPMAT00000010795	2.280	57.404	2.930	7.124	10.559	4.394	4.862	2.508	11.069	5.211	10.994
NA|ENSPMAT00000010796	29.000	82.459	36.121	31.484	29.283	25.305	54.744	28.350	74.431	71.421	77.344
NA|ENSPMAT00000010797	4.399	20.952	5.767	8.519	9.301	4.958	4.737	3.615	14.054	16.160	15.672
NA|ENSPMAT00000010799	8.030	83.736	5.444	27.422	20.752	11.595	10.856	9.155	22.166	8.701	35.110
NA|ENSPMAT00000010801	1.124	3.709	1.287	0.748	2.212	1.432	2.104	0.837	3.908	2.772	3.972
NA|ENSPMAT00000010802	1.259	5.149	1.110	2.041	2.089	1.146	1.462	1.207	2.927	2.697	4.384
NA|ENSPMAT00000010805	0.600	2.147	1.003	1.393	1.592	0.814	0.710	0.602	1.552	2.266	1.652
NA|ENSPMAT00000010806	0.061	0.212	0.568	0.029	0.000	0.026	0.027	0.020	0.150	1.344	0.017
NA|ENSPMAT00000010807	2.725	22.421	3.240	7.853	11.648	5.489	5.535	4.174	12.114	8.305	13.801
NA|ENSPMAT00000010809	0.215	0.620	0.071	0.064	0.226	0.170	0.167	0.147	0.385	0.217	0.314
NA|ENSPMAT00000010813	113.891	617.125	7.430	119.343	108.485	63.684	156.515	114.710	387.797	29.210	267.218
NA|ENSPMAT00000010814	2.303	33.834	1.693	7.530	23.325	14.470	11.457	9.491	41.447	3.941	40.437
NA|ENSPMAT00000010815	3.994	52.737	1.025	30.926	25.109	13.110	11.100	6.695	21.017	1.933	28.068
NA|ENSPMAT00000010816	1.379	9.777	1.727	4.846	5.846	3.010	2.938	2.044	7.177	3.665	7.582
NA|ENSPMAT00000010817	18.969	108.300	27.623	18.369	32.927	22.661	16.409	18.401	66.241	81.054	39.780
NA|ENSPMAT00000010818	1.582	10.925	1.709	4.656	4.975	2.418	2.282	1.941	6.704	5.261	7.739
NA|ENSPMAT00000010821	1.488	9.893	2.073	1.999	1.995	1.948	1.763	2.242	4.379	3.443	3.569
NA|ENSPMAT00000010822	0.830	5.874	0.822	2.501	3.039	1.159	1.044	1.085	2.642	1.628	2.595
NA|ENSPMAT00000010823	0.141	0.542	0.067	0.314	0.148	0.072	0.046	0.114	0.077	0.095	0.089
NA|ENSPMAT00000010825	1.934	12.649	2.255	2.256	5.482	2.734	1.850	1.200	5.012	3.446	3.596
NA|ENSPMAT00000010827	1.991	8.626	2.684	7.466	5.085	3.693	4.403	3.003	5.151	2.896	4.810
NA|ENSPMAT00000010831	1.431	12.723	1.162	7.167	4.101	2.065	2.005	2.230	3.895	1.514	5.446
NA|ENSPMAT00000010832	13.316	95.933	24.540	63.437	68.341	32.081	13.858	18.438	53.450	53.791	51.424
NA|ENSPMAT00000010833	0.112	0.202	0.273	0.223	0.566	0.267	0.263	0.190	0.270	0.404	0.317
NA|ENSPMAT00000010838	0.845	14.371	3.028	1.595	1.504	1.090	0.771	0.755	2.966	7.708	2.791
NA|ENSPMAT00000010840	0.806	1.319	0.702	1.351	0.639	0.831	0.784	0.561	3.613	1.693	2.537
NA|ENSPMAT00000010844	0.595	2.007	0.413	0.809	1.015	0.869	1.134	0.929	1.706	0.864	1.067
NA|ENSPMAT00000010846	1.217	7.871	1.315	4.534	4.548	2.446	3.024	1.939	4.147	2.101	4.545
NA|ENSPMAT00000010848	6.039	21.848	4.658	6.293	12.715	8.082	5.795	5.556	15.684	11.078	13.225
NA|ENSPMAT00000010849	0.157	0.923	0.120	1.086	2.172	1.330	0.891	0.774	0.691	0.000	0.883
NA|ENSPMAT00000010850	12.827	49.249	15.651	17.568	40.595	26.787	16.957	15.618	30.036	33.129	23.005
NA|ENSPMAT00000010852	1.499	13.367	2.449	2.813	5.808	3.235	3.621	3.004	6.175	6.785	6.558
NA|ENSPMAT00000010854	0.098	0.248	0.318	0.206	0.299	0.065	0.067	0.024	0.087	0.576	0.251
NA|ENSPMAT00000010858	0.415	1.314	0.119	0.407	0.344	0.206	0.830	0.571	0.840	0.172	0.637
NA|ENSPMAT00000010859	3.498	16.998	3.115	1.373	2.261	3.751	2.616	2.987	13.393	9.290	12.410
NA|ENSPMAT00000010860	0.166	3.020	0.686	0.421	0.441	0.938	0.293	0.203	0.000	0.178	0.000
NA|ENSPMAT00000010861	3.995	27.574	5.971	19.626	11.807	6.739	5.859	6.645	15.566	10.121	19.085
NA|ENSPMAT00000010862	11.318	71.553	10.280	16.067	17.133	10.595	8.277	13.688	45.871	37.801	30.035
NA|ENSPMAT00000010863	4.427	22.920	8.253	13.482	12.708	7.769	6.795	5.244	18.968	23.620	25.382
NA|ENSPMAT00000010866	1.301	8.385	1.456	5.363	3.270	2.845	3.391	2.188	5.703	3.180	5.087
NA|ENSPMAT00000010867	0.835	5.629	1.221	3.099	2.427	1.604	1.705	1.148	2.715	2.148	3.878
NA|ENSPMAT00000010870	1.553	10.495	2.550	3.636	6.022	4.770	4.108	2.545	6.881	4.438	7.492
NA|ENSPMAT00000010874	16.052	123.496	31.636	81.629	153.999	89.322	46.212	50.368	135.818	75.517	104.182
NA|ENSPMAT00000010877	0.556	1.167	0.431	0.243	0.398	0.104	0.408	0.177	0.547	0.351	0.137
NA|ENSPMAT00000010878	1.106	6.126	0.959	2.226	3.388	1.928	2.018	1.557	2.776	2.329	3.490
NA|ENSPMAT00000010879	0.520	4.460	0.821	2.082	2.080	1.148	0.791	0.802	2.116	1.686	1.716
NA|ENSPMAT00000010881	5.546	48.605	9.672	14.911	12.011	6.592	7.001	6.061	21.148	19.792	24.531
NA|ENSPMAT00000010882	11.095	57.252	9.899	28.044	57.019	28.581	18.552	17.973	54.972	27.644	64.899
NA|ENSPMAT00000010883	14.261	69.454	24.942	48.686	45.358	25.994	21.778	12.396	41.814	41.514	87.559
NA|ENSPMAT00000010884	0.308	2.450	0.302	0.515	0.427	0.320	0.409	0.522	0.944	0.545	0.790
NA|ENSPMAT00000010886	0.070	0.000	0.635	0.061	0.635	0.313	0.040	0.000	0.154	1.856	0.000
NA|ENSPMAT00000010887	0.983	5.400	0.675	2.671	2.812	1.060	2.273	1.406	3.386	1.516	3.386
NA|ENSPMAT00000010888	0.615	0.248	0.142	0.275	0.175	0.000	0.453	0.109	0.098	0.061	0.236
NA|ENSPMAT00000010889	0.857	0.504	0.308	0.000	0.113	0.000	0.529	0.295	0.203	0.074	0.053
NA|ENSPMAT00000010890	0.660	5.031	1.123	3.519	2.421	1.210	1.516	1.055	2.026	1.470	4.402
NA|ENSPMAT00000010891	0.306	1.463	0.138	0.181	0.115	0.205	0.286	0.569	0.930	0.508	0.644
NA|ENSPMAT00000010892	0.279	0.665	0.193	0.321	0.230	0.103	0.224	0.487	0.410	0.367	0.397
NA|ENSPMAT00000010895	0.793	3.312	0.661	1.275	1.097	0.660	0.778	0.758	2.024	1.649	2.142
NA|ENSPMAT00000010896	6.271	49.300	9.731	27.090	33.608	13.331	9.425	12.019	32.080	24.726	23.090
NA|ENSPMAT00000010899	1.745	15.609	4.002	6.822	8.785	4.115	3.310	2.414	6.969	6.264	7.713
NA|ENSPMAT00000010900	10.547	54.035	8.246	18.812	31.442	15.495	10.040	11.921	34.733	26.248	27.879
NA|ENSPMAT00000010903	0.199	0.613	0.173	0.612	0.398	0.401	0.274	0.313	0.354	0.108	0.739
NA|ENSPMAT00000010904	0.369	10.635	0.782	5.761	4.365	1.561	1.088	0.819	2.118	1.039	1.373
NA|ENSPMAT00000010906	0.315	0.463	0.413	0.478	0.537	0.413	0.420	0.377	0.967	0.675	1.203
NA|ENSPMAT00000010907	2.619	6.857	1.357	3.055	3.146	2.002	3.638	2.417	4.752	3.614	5.331
NA|ENSPMAT00000010910	0.193	0.298	0.102	0.096	0.116	0.252	0.200	0.292	0.773	0.314	0.081
NA|ENSPMAT00000010915	2.844	12.889	3.002	6.025	6.612	5.655	6.338	3.893	8.672	5.104	8.004
NA|ENSPMAT00000010916	0.661	1.743	1.045	1.595	2.220	0.961	1.513	0.884	1.686	2.176	3.035
NA|ENSPMAT00000010917	0.283	1.307	0.070	0.271	0.218	0.339	0.291	0.042	0.000	0.000	0.293
NA|ENSPMAT00000010919	0.544	3.859	1.254	1.950	1.936	1.632	1.837	0.958	1.475	1.199	2.561
NA|ENSPMAT00000010921	0.696	6.248	1.419	2.948	2.116	1.169	1.188	0.947	2.891	2.420	4.342
NA|ENSPMAT00000010924	15.387	132.144	24.267	42.608	47.989	26.883	22.410	15.991	64.936	50.044	74.557
NA|ENSPMAT00000010927	0.372	0.000	0.212	0.072	0.000	0.000	0.000	0.000	0.091	0.184	0.121
NA|ENSPMAT00000010928	0.337	0.000	0.030	0.141	0.000	0.000	0.261	0.000	0.100	0.000	0.490
NA|ENSPMAT00000010929	0.195	0.294	0.000	0.343	0.060	0.026	0.102	0.199	0.103	0.000	0.324
NA|ENSPMAT00000010931	0.057	0.474	0.000	0.066	0.099	0.042	0.087	0.138	0.000	0.251	0.080
NA|ENSPMAT00000010933	0.475	3.742	1.218	0.000	1.322	0.729	0.343	1.889	0.000	1.443	0.798
NA|ENSPMAT00000010936	1.036	0.000	0.244	1.030	0.782	0.603	0.270	0.671	0.875	0.000	0.408
NA|ENSPMAT00000010937	0.173	0.000	0.000	0.000	0.428	0.000	0.287	0.238	0.000	0.000	0.000
NA|ENSPMAT00000010939	0.264	0.000	0.000	0.000	0.000	0.000	0.238	0.000	1.391	0.000	0.000
NA|ENSPMAT00000010942	0.083	0.684	0.272	0.096	0.000	0.000	0.127	0.134	0.486	0.000	0.000
NA|ENSPMAT00000010944	3.419	26.808	4.507	13.558	18.835	11.567	8.857	10.137	20.306	14.107	11.428
NA|ENSPMAT00000010946	1.116	0.000	0.205	3.090	2.944	2.114	1.476	1.238	3.788	0.000	1.315
NA|ENSPMAT00000010947	9.425	58.815	17.796	16.168	15.466	10.661	11.624	9.889	25.593	32.432	29.024
NA|ENSPMAT00000010950	0.893	0.000	0.647	0.000	0.000	0.251	0.117	0.000	0.000	0.000	0.000
NA|ENSPMAT00000010952	0.172	1.357	0.431	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NA|ENSPMAT00000010954	0.069	0.000	0.431	0.271	0.000	0.000	0.117	0.000	0.560	0.000	0.000
NA|ENSPMAT00000010955	0.086	0.000	0.000	0.271	0.000	0.251	0.584	0.000	0.000	0.283	0.000
NA|ENSPMAT00000010959	0.171	0.000	0.285	0.357	0.000	0.000	0.112	0.114	0.000	0.000	0.000
NA|ENSPMAT00000010962	1.276	2.566	1.376	0.000	0.000	0.118	0.000	0.000	0.000	0.000	0.000
NA|ENSPMAT00000010964	0.528	1.291	0.380	0.747	0.000	0.129	0.000	0.337	0.000	0.000	0.107
NA|ENSPMAT00000010966	0.464	0.620	0.420	0.000	0.000	0.000	0.000	0.000	0.224	0.000	0.000
NA|ENSPMAT00000010971	1.015	0.000	0.548	0.362	0.000	0.127	0.238	0.000	0.696	0.000	1.906
NA|ENSPMAT00000010972	0.766	0.000	0.000	1.093	0.000	0.000	0.294	0.000	0.000	0.000	0.000
NA|ENSPMAT00000010975	0.756	0.855	0.860	0.000	0.000	0.000	0.136	0.000	0.000	0.000	2.536
NA|ENSPMAT00000010977	0.073	1.440	0.000	0.000	0.000	0.000	0.000	0.383	0.000	0.000	0.327
NA|ENSPMAT00000010979	0.403	0.620	0.210	0.000	0.000	0.000	0.000	0.000	0.224	0.000	0.000
NA|ENSPMAT00000010980	0.229	0.855	0.000	0.000	0.000	0.000	0.136	0.000	0.000	0.000	0.000
NA|ENSPMAT00000010981	1.295	4.243	0.731	1.373	0.000	0.000	0.405	0.224	0.000	1.698	0.815
NA|ENSPMAT00000010982	0.403	0.620	0.210	0.000	0.000	0.000	0.000	0.000	0.224	0.000	0.000
NA|ENSPMAT00000010983	0.026	0.659	0.679	0.091	0.483	0.152	0.098	0.042	0.155	1.490	0.221
NA|ENSPMAT00000010986	0.069	0.000	0.216	0.000	0.271	0.000	0.468	0.000	0.000	0.000	0.000
NA|ENSPMAT00000010987	2.115	3.155	1.465	6.015	6.327	2.964	5.015	3.302	4.838	0.730	10.810
NA|ENSPMAT00000010991	0.182	0.450	0.771	0.602	0.286	0.336	0.269	0.249	0.548	2.007	0.664
NA|ENSPMAT00000010994	0.189	1.178	0.164	0.553	1.482	1.037	0.880	0.574	2.800	0.215	2.932
NA|ENSPMAT00000010996	0.997	7.391	1.607	2.505	5.912	3.765	2.469	1.974	6.453	4.174	2.860
NA|ENSPMAT00000010997	15.624	86.764	10.819	44.837	82.181	34.163	25.418	25.240	73.448	36.655	72.923
NA|ENSPMAT00000010998	1.475	13.707	2.914	2.879	3.843	1.798	1.378	1.961	6.314	7.664	4.467
NA|ENSPMAT00000011002	0.432	4.365	0.000	0.000	0.000	0.167	0.574	0.000	0.919	0.000	0.009
NA|ENSPMAT00000011003	1.519	2.179	1.118	6.641	0.442	1.373	1.310	0.971	1.885	0.447	5.213
NA|ENSPMAT00000011004	0.180	6.097	0.435	5.815	2.050	2.108	1.842	1.124	3.603	0.468	8.291
NA|ENSPMAT00000011005	1.719	2.249	2.162	0.782	0.746	1.273	1.422	1.721	2.054	6.173	3.012
NA|ENSPMAT00000011006	0.428	0.000	0.287	0.705	0.000	0.118	0.000	0.000	0.000	0.000	0.000
NA|ENSPMAT00000011007	0.684	0.000	0.287	0.705	0.000	0.118	0.220	0.000	1.223	0.000	1.014
NA|ENSPMAT00000011008	0.384	43.772	1.659	31.419	4.977	7.272	4.161	1.215	9.579	1.403	39.357
NA|ENSPMAT00000011012	44.377	197.121	69.753	130.174	157.322	97.830	45.348	68.304	227.124	213.536	141.118
NA|ENSPMAT00000011013	161.419	574.332	179.340	407.195	2388.190	623.346	278.636	335.232	1329.750	541.629	713.929
NA|ENSPMAT00000011015	0.084	0.342	0.067	0.460	0.094	0.178	0.121	0.084	0.072	0.000	0.694
NA|ENSPMAT00000011016	15.797	161.377	23.261	45.917	34.023	20.816	21.840	23.832	58.174	41.139	81.189
NA|ENSPMAT00000011018	7.099	42.368	8.696	13.746	14.283	5.974	8.021	7.484	21.726	23.378	19.149
NA|ENSPMAT00000011020	1.218	0.000	0.782	2.427	3.411	1.195	2.208	1.812	5.352	0.699	0.680
NA|ENSPMAT00000011021	0.472	1.328	0.000	0.000	0.000	0.000	0.000	0.000	0.608	0.000	0.000
NA|ENSPMAT00000011023	12.609	67.538	24.041	43.045	29.185	22.312	27.543	19.412	66.910	64.399	62.384
NA|ENSPMAT00000011025	3.447	23.660	3.767	10.025	11.600	3.744	6.838	3.714	13.131	5.837	22.701
NA|ENSPMAT00000011026	1.738	5.429	0.413	2.207	1.956	3.544	3.293	1.877	5.722	1.134	11.830
NA|ENSPMAT00000011029	0.311	0.760	0.702	0.350	0.255	0.265	0.227	0.294	0.979	2.709	0.598
NA|ENSPMAT00000011033	0.049	0.000	0.127	0.113	0.336	0.181	0.099	0.198	0.857	0.576	0.138
NA|ENSPMAT00000011040	0.288	12.819	0.682	6.594	3.066	1.720	1.388	0.718	4.168	0.874	8.831
NA|ENSPMAT00000011045	0.105	0.767	0.013	0.213	0.257	0.136	0.138	0.113	0.086	0.000	0.185
NA|ENSPMAT00000011047	4.077	20.071	4.221	6.922	9.112	4.105	4.036	4.908	16.731	16.716	10.796
NA|ENSPMAT00000011048	0.238	2.337	0.184	1.042	0.584	0.136	0.040	0.293	1.314	0.162	1.381
NA|ENSPMAT00000011050	0.214	0.292	0.000	0.382	1.168	0.217	0.323	0.059	0.329	0.081	0.099
NA|ENSPMAT00000011051	0.523	0.000	0.000	0.353	0.716	0.000	0.663	0.210	0.000	0.000	0.000
NA|ENSPMAT00000011052	0.200	0.679	0.000	0.148	0.259	0.000	0.000	0.106	0.000	0.187	2.137
NA|ENSPMAT00000011053	5.264	14.404	1.502	9.561	11.312	7.898	10.739	6.709	20.849	5.328	25.837
NA|ENSPMAT00000011054	2.573	106.032	1.004	7.047	22.482	5.446	2.177	4.095	10.992	7.775	12.211
NA|ENSPMAT00000011055	0.366	1.894	0.390	0.567	0.849	1.015	0.522	0.375	0.691	0.734	0.702
NA|ENSPMAT00000011056	0.430	0.000	0.145	0.571	0.024	0.000	0.000	0.000	0.447	0.000	0.876
NA|ENSPMAT00000011057	271.560	2679.220	426.588	807.116	4106.060	1207.560	610.605	510.436	1825.730	838.459	1319.940
NA|ENSPMAT00000011058	1.144	41.780	1.160	5.317	28.184	6.833	4.268	2.819	9.812	3.478	10.537
NA|ENSPMAT00000011060	3.518	36.608	0.000	8.705	9.515	6.782	10.909	8.389	24.601	0.000	14.107
NA|ENSPMAT00000011062	159.258	862.902	279.945	495.857	2621.680	797.615	376.216	248.475	1131.710	445.236	832.182
NA|ENSPMAT00000011066	0.196	0.833	0.291	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000
NA|ENSPMAT00000011068	0.206	0.000	0.431	0.542	0.541	0.125	0.000	0.164	0.000	0.000	0.384
NA|ENSPMAT00000011070	13.764	54.968	9.930	5.698	58.565	27.567	24.260	12.443	28.270	27.537	46.078
NA|ENSPMAT00000011071	21.206	399.057	28.041	57.751	376.996	153.866	93.581	51.587	138.018	50.666	170.290
NA|ENSPMAT00000011072	0.206	0.000	0.000	0.000	0.000	0.251	0.234	0.329	0.000	0.000	0.384
NA|ENSPMAT00000011074	0.069	0.000	0.000	0.271	0.000	0.000	0.351	0.164	0.000	0.283	0.384
NA|ENSPMAT00000011078	0.412	0.000	0.216	0.542	0.000	0.000	0.117	0.164	1.121	0.000	0.384
NA|ENSPMAT00000011080	1.374	0.000	0.581	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000
NA|ENSPMAT00000011086	1.107	0.000	0.000	0.381	0.024	0.000	0.000	0.000	0.000	0.000	0.876
NA|ENSPMAT00000011088	0.256	0.000	0.000	0.351	0.000	0.000	0.282	0.000	0.000	0.000	0.583
NA|ENSPMAT00000011090	0.755	0.000	0.431	1.858	0.271	0.376	0.351	0.000	0.280	0.000	1.152
NA|ENSPMAT00000011091	0.316	0.000	0.255	1.049	0.000	0.193	0.396	0.529	0.861	0.000	0.000
NA|ENSPMAT00000011092	0.305	0.000	0.000	0.000	0.000	0.000	0.000	0.201	0.000	0.000	1.020
NA|ENSPMAT00000011095	0.443	0.833	0.291	1.142	0.024	0.000	0.000	0.419	0.894	0.000	0.000
NA|ENSPMAT00000011096	1.003	60.087	17.003	75.177	41.625	48.077	15.666	28.025	24.998	3.771	16.010
NA|ENSPMAT00000011099	0.257	0.000	0.000	0.353	0.538	0.235	0.220	0.000	0.611	0.000	0.000
NA|ENSPMAT00000011100	0.073	0.000	0.000	0.000	0.000	0.232	0.444	0.161	0.550	0.000	0.000
NA|ENSPMAT00000011102	0.430	0.000	0.145	0.571	0.024	0.000	0.000	0.000	0.447	0.000	0.876
NA|ENSPMAT00000011103	0.000	0.000	0.000	0.000	0.000	0.414	0.298	0.000	0.000	0.000	0.790
NA|ENSPMAT00000011105	0.000	0.000	0.000	0.286	0.000	0.156	0.152	0.206	0.000	0.000	0.360
NA|ENSPMAT00000011106	0.235	0.000	0.000	0.286	0.000	0.000	0.152	0.000	0.691	0.000	0.000
NA|ENSPMAT00000011108	0.781	0.000	0.291	0.761	0.024	0.000	0.654	0.419	0.000	0.000	1.020
NA|ENSPMAT00000011109	0.151	1.565	0.215	0.172	0.224	0.120	0.255	0.109	0.369	0.495	0.426
NA|ENSPMAT00000011112	0.186	0.329	0.173	0.467	1.509	0.866	0.576	0.420	1.760	0.354	1.739
NA|ENSPMAT00000011113	57.815	1384.420	99.306	531.934	475.559	300.553	176.076	129.096	483.860	112.196	892.261
NA|ENSPMAT00000011114	2.679	81.635	3.087	47.319	68.316	28.686	9.770	8.986	32.911	6.510	9.913
NA|ENSPMAT00000011115	0.110	0.494	0.081	0.422	1.194	0.518	0.307	0.244	0.910	0.226	0.467
NA|ENSPMAT00000011116	28.938	259.231	15.717	51.911	81.462	67.096	52.569	42.002	126.945	47.035	147.122
NA|ENSPMAT00000011117	0.126	0.159	0.078	0.070	0.028	0.008	0.157	0.000	0.417	0.000	0.000
NA|ENSPMAT00000011118	8.708	65.516	11.120	38.849	48.899	21.681	13.670	14.445	38.419	26.674	37.390
NA|ENSPMAT00000011119	0.259	0.000	0.000	0.335	0.000	0.000	0.431	0.000	2.758	0.000	0.000
NA|ENSPMAT00000011120	0.814	0.000	0.292	1.273	0.355	0.000	0.439	0.164	0.000	0.000	0.227
NA|ENSPMAT00000011123	0.275	0.000	0.000	0.000	0.000	0.000	0.117	0.000	1.121	0.000	0.000
NA|ENSPMAT00000011126	0.071	1.744	0.074	0.386	0.952	0.301	0.222	0.115	0.448	0.154	0.475
NA|ENSPMAT00000011127	0.000	0.000	0.000	0.000	0.352	0.000	0.304	0.000	0.000	0.000	0.360
NA|ENSPMAT00000011131	32.839	126.138	22.792	25.883	38.877	28.723	27.965	43.451	154.155	70.868	126.363
NA|ENSPMAT00000011134	0.259	6.547	0.000	0.000	0.428	0.167	0.000	0.000	0.000	0.000	0.000
NA|ENSPMAT00000011135	0.291	2.183	0.235	0.335	0.000	0.250	0.408	0.000	2.298	0.000	1.741
NA|ENSPMAT00000011142	5.168	45.753	20.420	3.583	20.102	8.163	4.465	7.683	17.764	23.256	6.283
NA|ENSPMAT00000011148	0.807	7.000	0.932	1.777	1.482	1.159	1.406	1.393	2.765	1.529	2.693
NA|ENSPMAT00000011150	0.405	0.000	0.000	0.000	0.276	0.128	0.000	0.503	0.000	0.000	0.000
NA|ENSPMAT00000011151	15.884	98.590	12.367	45.314	33.118	15.743	13.699	14.297	49.641	25.037	67.430
NA|ENSPMAT00000011153	1.288	9.169	0.082	2.668	1.077	1.524	1.268	0.660	0.892	0.730	3.806
NA|ENSPMAT00000011154	0.731	12.964	1.690	0.258	0.970	1.436	0.558	0.575	4.561	1.332	0.654
NA|ENSPMAT00000011156	8.029	31.915	17.310	1.617	11.976	10.630	6.560	8.213	23.683	40.944	4.482
NA|ENSPMAT00000011157	0.000	0.000	7.139	0.000	0.000	0.000	0.000	0.244	0.000	13.320	0.000
NA|ENSPMAT00000011161	0.837	0.000	0.328	0.224	1.162	0.510	0.702	0.326	1.744	0.872	2.243
NA|ENSPMAT00000011163	0.362	2.190	0.087	0.123	0.692	0.144	0.131	0.215	0.000	0.132	0.401
NA|ENSPMAT00000011164	51.661	159.255	145.963	156.800	947.982	340.104	220.226	121.887	279.356	187.412	311.026
NA|ENSPMAT00000011165	62.037	203.915	40.311	65.293	394.835	129.781	70.593	58.913	139.717	128.450	148.267
NA|ENSPMAT00000011166	7.120	124.989	2.600	12.381	54.163	15.228	8.490	12.442	36.189	25.656	22.652
NA|ENSPMAT00000011168	0.412	4.071	0.431	0.271	0.000	0.000	0.117	0.000	0.000	0.000	0.000
NA|ENSPMAT00000011174	1.704	0.000	0.231	0.334	0.000	0.000	0.000	0.000	0.000	0.000	0.376
NA|ENSPMAT00000011175	0.340	1.032	0.000	0.144	0.000	0.000	0.301	0.000	0.000	0.182	0.000
NA|ENSPMAT00000011176	0.540	1.565	0.281	2.685	1.304	0.579	0.994	0.657	1.692	0.000	1.498
NA|ENSPMAT00000011177	1.367	3.540	0.659	0.837	1.100	0.873	0.590	1.280	2.199	1.527	3.250
NA|ENSPMAT00000011179	5.542	26.652	5.524	14.401	6.887	3.286	3.900	5.368	7.156	2.990	11.217
NA|ENSPMAT00000011181	1.518	7.194	3.607	3.974	5.154	2.660	2.559	2.106	6.971	10.071	4.749
NA|ENSPMAT00000011182	0.077	0.323	0.649	0.539	0.066	0.228	0.117	0.282	0.340	1.670	0.711
NA|ENSPMAT00000011191	0.422	0.000	0.364	0.804	0.461	0.000	0.700	0.773	0.807	1.532	1.110
NA|ENSPMAT00000011192	0.311	0.000	0.222	0.590	0.000	0.099	0.328	0.000	0.385	0.000	0.674
NA|ENSPMAT00000011195	160.687	970.338	165.987	388.831	555.809	273.682	165.478	224.896	616.643	423.840	510.108
NA|ENSPMAT00000011196	0.104	0.217	0.090	0.030	0.148	0.018	0.165	0.083	0.461	0.115	0.071
NA|ENSPMAT00000011197	0.000	0.000	0.171	0.240	0.897	0.266	0.000	0.000	0.000	0.000	0.294
