SeqID	tissues	sham+4days_1	sham+4days_2	SCI+4days_1	SCI+4days_2	SCI+4days_3
LOC117884742|XM_034785456.1|mRNA	0.075	0.412	2.373	0.723	2.284	2.116
LOC117884742|XM_034785467.1|mRNA	0.075	0.625	4.655	0.000	4.338	3.874
LOC117884743|XR_004647654.1|lnc_RNA	0.000	1.197	3.804	0.456	0.000	1.825
LOC117884752|XM_034785483.1|mRNA	0.000	0.000	0.000	0.319	2.201	2.846
LOC117884752|XM_034785493.1|mRNA	0.046	0.061	0.410	0.575	0.000	0.822
LOC117884757|XM_034785506.1|mRNA	0.000	0.000	0.000	3.035	2.042	2.596
LOC117884761|XM_034785520.1|mRNA	0.985	5.727	15.309	21.923	14.145	9.558
LOC117884764|XM_034785523.1|mRNA	1.643	2.420	10.333	8.417	7.514	15.595
LOC117884764|XM_034785524.1|mRNA	1.373	2.479	10.373	6.157	9.563	7.660
LOC117884766|XM_034785525.1|mRNA	0.000	0.000	30.242	0.000	5.921	24.275
LOC117884766|XM_034785526.1|mRNA	0.277	0.182	15.786	0.438	4.133	4.577
LOC117884766|XM_034785527.1|mRNA	3.602	6.220	26.928	19.430	19.526	3.377
LOC117884766|XM_034785528.1|mRNA	4.919	5.855	104.253	23.832	42.921	15.204
LOC117884767|XM_034785530.1|mRNA	6.093	7.159	105.604	21.741	58.677	89.692
LOC117884785|XM_034785581.1|mRNA	0.381	0.959	0.904	2.530	4.669	3.385
LOC117884789|XM_034785585.1|mRNA	6.574	0.426	0.000	0.238	0.315	0.519
LOC117884789|XM_034785587.1|mRNA	0.871	0.225	0.799	0.382	0.000	0.000
LOC117884792|XM_034786037.1|mRNA	0.132	0.177	0.959	0.297	0.000	0.202
LOC117884793|XM_034785631.1|mRNA	0.000	0.077	0.000	0.000	1.120	0.605
LOC117884794|XM_034785593.1|mRNA	0.582	2.743	8.532	5.186	0.161	5.567
LOC117884794|XM_034785594.1|mRNA	0.314	2.631	4.278	4.598	10.866	3.666
LOC117884798|XR_004647662.1|lnc_RNA	0.248	0.996	3.833	0.000	6.902	6.447
LOC117884802|XR_004647664.1|lnc_RNA	0.172	0.921	6.749	3.085	2.611	5.910
LOC117884803|XR_004647665.1|lnc_RNA	3.703	4.963	9.173	3.295	12.746	6.465
LOC117884806|XM_034785617.1|mRNA	7.307	30.206	86.213	115.451	165.507	163.115
LOC117884807|XR_004647666.1|lnc_RNA	0.000	0.000	4.521	2.461	3.129	6.515
LOC117884812|XM_034785632.1|mRNA	0.208	0.743	2.515	0.829	3.728	2.434
LOC117884815|XR_004647667.1|lnc_RNA	0.121	0.107	0.621	0.241	0.000	0.000
LOC117884817|XM_034785644.1|mRNA	0.103	0.138	0.241	0.720	1.851	0.000
LOC117884819|XM_034785643.1|mRNA	4.099	11.163	33.536	19.447	23.716	21.392
LOC117884819|XM_034785645.1|mRNA	0.000	0.722	4.240	5.891	0.000	3.499
LOC117884819|XM_034785646.1|mRNA	0.000	3.285	49.773	8.090	44.433	57.181
LOC117884823|XM_034785676.1|mRNA	2.111	1.381	11.740	2.476	31.835	17.945
LOC117884831|XM_034785673.1|mRNA	2.300	5.581	41.405	11.875	51.989	39.271
LOC117884831|XM_034785674.1|mRNA	0.642	0.575	8.400	3.464	0.000	0.000
LOC117884836|XM_034785684.1|mRNA	0.083	0.628	8.211	0.578	4.363	6.098
LOC117884837|XM_034785707.1|mRNA	0.186	0.000	0.867	0.218	0.311	0.171
LOC117884838|XM_034785685.1|mRNA	0.000	0.000	0.000	1.284	0.000	0.000
LOC117884838|XM_034785686.1|mRNA	0.000	2.182	2.476	3.763	0.000	0.000
LOC117884838|XM_034785687.1|mRNA	1.350	3.713	15.098	1.890	13.586	1.984
LOC117884838|XM_034785688.1|mRNA	0.000	0.627	1.669	1.085	0.000	6.889
LOC117884839|XM_034785691.1|mRNA	2.274	7.528	42.931	8.489	26.326	3.476
LOC117884839|XM_034785692.1|mRNA	0.210	0.773	4.813	0.000	0.000	4.821
LOC117884839|XM_034785695.1|mRNA	1.475	8.198	22.248	7.619	7.660	12.286
LOC117884839|XM_034785696.1|mRNA	0.231	0.969	5.136	1.876	2.457	1.082
LOC117884840|XM_034785698.1|mRNA	4.079	9.035	21.644	17.025	0.000	11.700
LOC117884840|XM_034785700.1|mRNA	1.150	1.224	26.022	3.122	29.174	11.212
LOC117884840|XM_034785702.1|mRNA	0.000	2.769	0.000	0.000	0.000	0.000
LOC117884844|XR_004647672.1|lnc_RNA	0.377	1.301	0.000	2.262	0.000	0.000
LOC117884860|XR_004647675.1|lnc_RNA	2.306	3.481	11.538	8.780	6.386	9.968
LOC117884873|XR_004647677.1|lnc_RNA	0.000	0.782	1.946	0.000	1.019	2.207
LOC117884873|XR_004647679.1|lnc_RNA	0.041	0.000	0.955	0.000	0.000	1.327
LOC117884879|XM_034785796.1|mRNA	1.155	2.591	11.930	22.726	24.418	25.218
LOC117884882|XM_034785800.1|mRNA	2.599	4.317	44.079	10.374	66.644	52.109
LOC117884882|XM_034785801.1|mRNA	0.000	0.119	2.554	0.287	0.000	3.484
LOC117884882|XM_034785802.1|mRNA	25.139	26.169	149.945	172.261	227.189	263.770
LOC117884882|XM_034785803.1|mRNA	0.163	0.000	1.644	0.000	2.049	0.000
LOC117884887|XM_034785817.1|mRNA	5.004	15.495	19.026	20.877	20.955	15.243
LOC117884894|XM_034785832.1|mRNA	0.788	0.706	1.725	1.570	13.990	4.709
LOC117884894|XM_034785834.1|mRNA	3.968	0.673	3.695	0.801	0.000	1.729
LOC117884899|XR_004647681.1|lnc_RNA	0.045	0.000	3.353	0.361	0.533	0.000
LOC117884903|XR_004647682.1|lnc_RNA	3.906	10.188	40.793	15.801	30.048	34.275
LOC117884908|XM_034785887.1|mRNA	0.219	0.305	2.086	0.875	1.927	1.512
LOC117884920|XM_034785944.1|mRNA	2.027	6.897	35.959	16.884	43.575	35.452
LOC117884930|XM_034785978.1|mRNA	1.251	3.471	14.032	7.756	20.552	16.240
LOC117884938|XR_004647684.1|lnc_RNA	0.317	0.477	6.473	1.053	5.988	1.524
LOC117884942|XM_034785995.1|mRNA	0.059	0.088	0.885	0.591	1.106	0.608
LOC117884944|XM_034785997.1|mRNA	7.842	15.804	131.001	54.468	157.619	178.467
LOC117884958|XR_004647687.1|lnc_RNA	0.026	0.047	0.353	0.156	0.296	0.162
LOC117884961|XR_004647688.1|lnc_RNA	0.000	2.421	15.619	2.227	4.337	4.479
LOC117884963|XM_034786028.1|mRNA	3.836	4.948	0.000	5.200	0.000	1.840
LOC117884963|XM_034786029.1|mRNA	0.000	0.195	6.674	0.401	3.141	3.804
LOC117884963|XM_034786031.1|mRNA	0.305	3.665	5.276	8.317	2.231	1.258
LOC117884964|XM_034786033.1|mRNA	62.243	0.326	0.000	0.175	0.331	0.178
LOC117884965|XR_004647689.1|lnc_RNA	0.897	0.000	1.655	0.997	0.000	0.995
LOC117884965|XR_004647690.1|lnc_RNA	0.544	3.575	5.360	3.716	1.813	4.260
LOC117884973|XM_034786045.1|mRNA	45.241	1.406	2.722	0.859	8.160	9.847
LOC117884977|XM_034786047.1|mRNA	0.259	0.099	0.165	0.295	0.207	0.114
LOC117884981|XM_034786052.1|mRNA	0.116	0.276	0.533	1.234	0.900	0.739
LOC117884993|XM_034786064.1|mRNA	37.730	0.844	1.314	2.618	8.113	2.862
LOC117884997|XR_004647693.1|lnc_RNA	0.152	0.134	0.806	0.607	0.000	2.332
LOC117885011|XM_034786078.1|mRNA	0.279	0.000	0.607	1.670	0.000	0.000
LOC117885011|XM_034786084.1|mRNA	0.126	0.000	4.370	0.000	5.897	1.934
LOC117885016|XM_034786089.1|mRNA	0.436	0.233	0.403	1.303	0.512	0.840
LOC117885017|XM_034786091.1|mRNA	0.139	0.654	0.000	0.900	0.404	0.658
LOC117885018|XM_034786092.1|mRNA	0.398	0.111	3.258	0.618	6.302	4.224
LOC117885019|XM_034786093.1|mRNA	0.309	0.305	3.769	1.297	4.156	4.872
LOC117885020|XM_034786094.1|mRNA	7.747	6.240	60.414	11.383	71.243	146.761
LOC117885021|XM_034786095.1|mRNA	0.071	0.042	0.000	0.425	0.534	0.440
LOC117885023|XM_034786096.1|mRNA	1.188	2.390	22.170	3.852	18.588	12.720
LOC117885024|XM_034786108.1|mRNA	0.000	0.547	0.000	1.030	0.000	0.513
LOC117885024|XM_034786121.1|mRNA	0.178	0.382	2.131	0.378	3.443	2.799
LOC117885027|XR_004647696.1|lnc_RNA	0.222	0.986	2.496	2.065	0.000	2.518
LOC117885049|XM_034786146.1|mRNA	0.207	2.101	0.803	3.164	1.282	0.627
LOC117885051|XM_034786143.1|mRNA	0.166	1.512	0.000	0.415	0.000	3.345
LOC117885051|XM_034786144.1|mRNA	0.472	0.809	8.954	3.182	5.176	6.561
LOC117885056|XM_034786153.1|mRNA	0.170	3.313	3.811	2.109	0.000	0.000
LOC117885056|XM_034786154.1|mRNA	0.422	0.990	0.865	7.704	8.235	4.548
LOC117885056|XM_034786155.1|mRNA	0.685	1.337	13.702	8.655	31.664	16.486
LOC117885058|XM_034786156.1|mRNA	1.583	2.145	0.000	3.595	0.000	0.000
LOC117885059|XM_034786157.1|mRNA	0.663	0.923	1.052	4.213	4.762	0.031
LOC117885059|XM_034786158.1|mRNA	0.442	2.376	1.442	4.056	2.859	2.279
LOC117885059|XM_034786159.1|mRNA	0.000	0.638	5.529	0.000	0.000	2.277
LOC117885059|XM_034786160.1|mRNA	0.000	0.273	0.000	0.432	0.000	0.815
LOC117885059|XM_034786161.1|mRNA	0.326	1.196	0.000	0.114	0.000	0.000
LOC117885063|XM_034786169.1|mRNA	0.212	1.137	3.905	1.418	1.845	1.662
LOC117885066|XM_034786176.1|mRNA	3.738	0.000	0.000	0.000	0.746	0.956
LOC117885071|XR_004647704.1|lnc_RNA	0.212	2.207	0.323	2.114	0.816	0.000
LOC117885072|XR_004647705.1|lnc_RNA	0.045	0.121	0.101	0.584	0.254	0.000
LOC117885073|XM_034786191.1|mRNA	0.062	0.386	0.140	0.616	0.353	0.000
LOC117885075|XM_034786205.1|mRNA	101.427	188.272	1290.120	748.641	1790.150	2010.710
LOC117885081|XR_004647706.1|lnc_RNA	1.665	3.406	10.065	4.060	2.772	1.450
LOC117885086|XM_034786227.1|mRNA	0.639	0.322	0.754	0.388	23.371	43.849
LOC117885089|XM_034786234.1|mRNA	0.000	0.000	0.000	0.199	1.329	2.858
LOC117885090|XR_004647711.1|lnc_RNA	0.000	1.176	3.143	0.000	0.074	1.129
LOC117885090|XR_004647712.1|lnc_RNA	0.000	0.668	2.614	0.000	6.467	7.307
LOC117885090|XR_004647714.1|lnc_RNA	0.000	0.000	0.000	3.609	6.335	10.178
LOC117885090|XR_004647717.1|lnc_RNA	1.240	3.380	5.766	5.282	8.547	0.000
LOC117885090|XR_004647720.1|lnc_RNA	4.681	4.631	4.276	11.041	0.000	5.800
LOC117885090|XR_004647721.1|lnc_RNA	0.899	1.400	0.000	2.225	0.000	1.601
LOC117885091|XR_004647707.1|lnc_RNA	2.910	3.111	8.556	8.687	4.855	3.688
LOC117885092|XR_004647708.1|lnc_RNA	0.880	1.809	14.132	3.353	12.219	14.974
LOC117885095|XM_034786244.1|mRNA	1.873	5.807	29.726	19.497	48.526	26.614
LOC117885096|XM_034786245.1|mRNA	0.042	0.037	0.959	0.083	0.974	0.000
LOC117885100|XR_004647715.1|lnc_RNA	0.263	0.000	0.432	0.526	0.000	0.614
LOC117885102|XM_034786250.1|mRNA	1.066	1.930	11.912	4.028	8.604	11.492
LOC117885106|XM_034786261.1|mRNA	17.441	50.607	147.993	97.676	162.373	91.465
LOC117885107|XR_004647719.1|lnc_RNA	0.435	0.570	3.609	1.303	0.000	1.731
LOC117885113|XM_034786273.1|mRNA	1.040	1.916	3.079	3.933	0.963	1.588
LOC117885114|XM_034786274.1|mRNA	3.298	33.091	42.880	43.041	13.767	25.821
LOC117885115|XM_034786276.1|mRNA	0.000	0.308	0.193	0.387	0.000	2.793
LOC117885121|XM_034786296.1|mRNA	0.000	0.110	0.189	0.245	0.478	0.000
LOC117885136|XM_034786322.1|mRNA	48.827	128.090	99.188	184.701	121.638	91.478
LOC117885137|XM_034786319.1|mRNA	0.000	0.216	2.952	2.055	1.640	3.140
LOC117885139|XR_004647724.1|lnc_RNA	0.093	0.707	0.866	0.651	0.000	0.301
LOC117885144|XM_034786334.1|mRNA	0.191	0.962	3.235	1.146	4.442	5.108
LOC117885145|XM_034786330.1|mRNA	1.972	9.534	6.877	16.960	7.586	5.020
LOC117885147|XM_034786348.1|mRNA	0.370	2.195	107.295	3.974	81.019	58.236
LOC117885150|XR_004647725.1|lnc_RNA	0.064	0.341	1.214	0.000	0.784	0.426
LOC117885152|XR_004647727.1|lnc_RNA	0.032	0.903	0.318	0.968	0.880	0.000
LOC117885152|XR_004647728.1|lnc_RNA	0.417	0.511	2.068	1.108	0.000	0.517
LOC117885153|XM_034786351.1|mRNA	0.935	5.698	4.794	10.869	3.206	4.460
LOC117885155|XM_034786359.1|mRNA	2.359	3.520	188.580	6.365	94.439	98.940
LOC117885159|XM_034786362.1|mRNA	0.350	1.181	7.039	1.813	6.963	3.307
LOC117885162|XM_034786365.1|mRNA	0.159	0.550	1.868	2.812	3.334	7.577
LOC117885165|XM_034786369.1|mRNA	0.098	0.138	0.125	0.140	0.931	0.256
LOC117885166|XR_004647732.1|lnc_RNA	0.000	0.691	4.178	0.939	0.000	1.206
LOC117885171|XM_034786381.1|mRNA	3.499	6.283	74.113	22.762	30.281	18.876
LOC117885172|XM_034786379.1|mRNA	0.000	0.414	1.678	0.727	0.000	4.678
LOC117885181|XR_004647737.1|lnc_RNA	0.184	0.082	0.000	1.286	1.204	0.000
LOC117885183|XM_034786391.1|mRNA	0.860	3.407	7.007	12.354	7.562	11.223
LOC117885183|XR_004647736.1|transcript	0.322	0.419	0.957	1.186	1.226	1.485
LOC117885184|XM_034786392.1|mRNA	1.208	9.783	4.177	17.020	6.501	4.202
LOC117885188|XM_034786401.1|mRNA	0.878	2.738	9.762	6.128	9.273	11.707
LOC117885196|XM_034786412.1|mRNA	0.000	0.724	0.000	2.642	13.034	16.946
LOC117885196|XM_034786422.1|mRNA	0.364	0.000	10.111	0.000	0.000	1.809
LOC117885197|XR_004647739.1|lnc_RNA	1.319	2.509	2.762	3.176	0.877	2.080
LOC117885216|XM_034786448.1|mRNA	0.070	0.334	2.523	0.606	1.317	1.013
LOC117885218|XR_004647743.1|lnc_RNA	0.056	0.300	0.000	0.561	0.679	1.110
LOC117885219|XM_034786450.1|mRNA	0.000	0.102	0.584	0.000	0.000	0.841
LOC117885223|XM_034786462.1|mRNA	1.061	2.589	22.184	7.408	10.324	29.096
LOC117885229|XR_004647746.1|lnc_RNA	0.000	0.000	0.280	0.118	0.000	1.569
LOC117885232|XM_034786519.1|mRNA	0.000	0.192	0.000	0.173	1.120	1.814
LOC117885233|XM_034786491.1|mRNA	1.104	3.620	4.700	6.908	6.147	4.449
LOC117885241|XM_034786509.1|mRNA	0.459	0.821	4.399	8.033	22.709	20.076
LOC117885255|XR_004647751.1|lnc_RNA	0.000	0.155	1.909	1.760	0.000	1.378
LOC117885260|XM_034786532.1|mRNA	0.398	1.026	5.707	3.266	0.000	0.000
LOC117885261|XR_004647755.1|lnc_RNA	0.190	0.084	0.946	0.190	2.506	0.000
LOC117885267|XM_034786548.1|mRNA	0.025	0.022	0.680	0.100	1.706	3.747
LOC117885268|XR_004647758.1|lnc_RNA	0.113	0.901	4.762	1.234	2.038	3.331
LOC117885270|XM_034786553.1|mRNA	0.119	1.051	0.000	1.185	0.000	0.000
LOC117885278|XR_004647760.1|lnc_RNA	0.192	0.000	1.914	0.000	1.269	3.417
LOC117885280|XR_004647763.1|lnc_RNA	1.193	2.139	5.375	4.137	7.076	4.898
LOC117885282|XR_004647762.1|lnc_RNA	0.078	0.420	0.180	0.547	0.000	0.500
LOC117885285|XM_034786566.1|mRNA	0.188	0.580	0.000	0.754	0.000	0.000
LOC117885285|XM_034786567.1|mRNA	0.288	1.799	0.000	0.010	0.000	0.000
LOC117885285|XM_034786569.1|mRNA	0.000	0.842	1.718	3.826	3.117	4.002
LOC117885285|XM_034786570.1|mRNA	0.593	0.181	7.173	2.515	4.361	2.963
LOC117885286|XM_034786572.1|mRNA	1.064	4.428	11.030	11.389	10.225	8.413
LOC117885287|XM_034786576.1|mRNA	0.356	0.517	1.980	0.000	0.000	0.000
LOC117885287|XM_034786578.1|mRNA	0.158	0.470	0.000	1.054	2.245	1.896
LOC117885287|XM_034786579.1|mRNA	0.000	0.000	0.000	1.041	0.179	0.175
LOC117885289|XM_034786580.1|mRNA	0.000	0.652	0.000	0.791	0.000	0.000
LOC117885289|XM_034786581.1|mRNA	2.513	5.122	1.823	7.832	0.949	0.640
LOC117885289|XM_034786582.1|mRNA	0.000	0.091	0.000	1.669	0.000	0.000
LOC117885289|XM_034786583.1|mRNA	0.820	1.978	14.180	3.764	13.230	8.452
LOC117885290|XM_034786584.1|mRNA	0.663	2.152	1.162	2.634	1.427	1.576
LOC117885290|XM_034786585.1|mRNA	0.120	0.868	0.001	2.628	4.278	3.361
LOC117885290|XM_034786586.1|mRNA	0.060	0.216	6.934	0.000	2.085	1.707
LOC117885294|XR_004647766.1|lnc_RNA	0.525	4.548	26.076	0.000	23.902	4.032
LOC117885296|XM_034786589.1|mRNA	0.918	1.495	2.185	2.314	2.694	0.496
LOC117885296|XM_034786590.1|mRNA	1.965	2.842	3.622	4.243	2.006	4.244
LOC117885300|XR_004647771.1|snoRNA	3.070	7.523	0.000	15.216	30.329	18.080
LOC117885301|XR_004647772.1|snoRNA	4.698	0.000	32.382	15.184	147.598	64.003
LOC117885306|XR_004647776.1|snoRNA	2.722	1.827	43.658	0.000	57.925	17.411
LOC117885307|XR_004647777.1|snoRNA	0.000	7.240	0.000	18.665	28.316	0.000
LOC117885308|XR_004647778.1|snRNA	274.778	137.110	10425.800	198.699	5567.470	5916.320
LOC117885318|XR_004647785.1|lnc_RNA	0.376	0.808	9.034	2.466	9.381	6.662
LOC117885320|XR_004647780.1|lnc_RNA	1.132	0.000	0.000	2.470	23.474	12.945
LOC117885320|XR_004647781.1|lnc_RNA	0.613	1.855	0.000	7.691	0.000	0.000
LOC117885321|XR_004647786.1|lnc_RNA	1.992	5.621	19.205	8.980	12.974	14.000
LOC117885324|XM_034786605.1|mRNA	0.028	0.237	0.501	0.207	0.207	0.856
LOC117885325|XR_004647788.1|lnc_RNA	0.019	0.381	0.693	0.309	0.650	0.476
LOC117885331|XM_034786617.1|mRNA	0.628	0.000	6.258	0.000	0.000	1.683
LOC117885331|XM_034786621.1|mRNA	0.618	1.946	0.000	3.215	9.209	6.866
LOC117885331|XM_034786623.1|mRNA	0.000	0.385	1.563	1.274	0.000	0.000
LOC117885331|XM_034786624.1|mRNA	0.270	1.418	0.000	0.837	0.000	0.000
LOC117885347|XM_034786659.1|mRNA	0.551	3.853	2.995	1.352	0.000	2.039
LOC117885347|XM_034786660.1|mRNA	0.000	0.000	10.271	0.000	4.017	3.600
LOC117885348|XM_034786663.1|mRNA	0.000	0.133	0.112	0.156	0.562	0.813
LOC117885349|XR_004647794.1|lnc_RNA	0.096	0.741	4.215	0.955	0.366	3.013
LOC117885356|XR_004647796.1|lnc_RNA	0.744	0.000	0.000	2.976	10.318	5.262
LOC117885358|XM_034786676.1|mRNA	0.113	0.404	0.000	0.000	2.431	1.678
LOC117885358|XM_034786687.1|mRNA	0.470	0.285	0.612	0.365	0.134	0.393
LOC117885368|XM_034786683.1|mRNA	0.227	0.379	8.547	3.735	14.409	12.708
LOC117885378|XM_034786692.1|mRNA	0.060	0.379	0.547	1.565	0.345	1.319
LOC117885387|XM_034786699.1|mRNA	0.000	0.074	0.410	0.000	1.078	0.000
LOC117885399|XM_034786707.1|mRNA	23.197	13.811	92.878	40.815	80.715	120.360
LOC117885431|XM_034786738.1|mRNA	1.344	2.218	2.002	3.479	3.420	5.127
LOC117885460|XM_034786763.1|mRNA	4.250	15.236	35.257	22.605	27.194	19.822
LOC117885463|XM_034786766.1|mRNA	0.131	0.388	0.603	0.521	1.023	0.559
LOC117885465|XM_034786767.1|mRNA	0.391	0.479	12.072	0.780	8.723	8.254
LOC117885469|XM_034786772.1|mRNA	0.000	0.050	2.171	0.235	1.233	1.025
LOC117885490|XM_034786785.1|mRNA	0.324	0.382	1.089	0.646	1.457	0.781
LOC117885497|XM_034786788.1|mRNA	0.203	0.404	3.468	0.434	8.433	2.608
LOC117885497|XM_034786789.1|mRNA	0.747	2.167	21.693	3.214	17.023	13.276
LOC117885497|XM_034786800.1|mRNA	0.540	2.039	14.039	4.605	11.398	5.387
LOC117885497|XM_034786806.1|mRNA	0.653	0.339	0.000	1.174	0.000	0.000
LOC117885497|XM_034786810.1|mRNA	2.245	3.826	13.000	9.696	11.116	19.107
LOC117885505|XM_034786787.1|mRNA	0.165	0.661	1.212	0.834	0.000	1.564
LOC117885520|XM_034786791.1|mRNA	0.870	0.018	0.181	0.428	0.786	4.209
LOC117885521|XM_034786793.1|mRNA	0.196	0.954	14.137	2.538	16.828	6.967
LOC117885522|XM_034786794.1|mRNA	0.073	0.323	1.289	0.846	0.000	0.186
LOC117885524|XM_034786796.1|mRNA	0.000	0.070	0.000	0.000	1.007	0.545
LOC117885526|XM_034786798.1|mRNA	0.087	0.094	0.234	0.279	1.363	2.035
LOC117885530|XM_034786803.1|mRNA	0.243	0.507	1.724	1.211	2.949	1.746
LOC117885533|XM_034786805.1|mRNA	0.258	0.115	0.304	0.086	0.751	2.481
LOC117885551|XM_034786818.1|mRNA	0.170	0.799	2.300	1.096	0.000	9.293
LOC117885563|XM_034786829.1|mRNA	0.164	0.000	0.400	0.000	0.000	0.567
LOC117885572|XR_004647797.1|lnc_RNA	43.006	115.931	272.059	212.310	236.481	209.003
LOC117885601|XR_004647798.1|lnc_RNA	6.093	16.979	320.085	36.440	191.436	57.277
LOC117885612|XM_034786893.1|mRNA	0.165	0.049	0.773	0.219	0.000	0.000
LOC117885613|XM_034786894.1|mRNA	0.000	0.077	0.425	0.000	1.120	0.000
LOC117885615|XM_034786900.1|mRNA	2.005	3.378	3.208	10.204	10.483	4.928
LOC117885615|XM_034786910.1|mRNA	0.257	1.006	10.695	0.000	0.000	6.489
LOC117885623|XR_004647801.1|lnc_RNA	1.502	3.834	4.763	7.982	4.446	6.552
LOC117885627|XR_004647802.1|lnc_RNA	0.000	0.820	3.056	0.000	0.000	1.468
LOC117885639|XR_004647805.1|lnc_RNA	0.000	0.000	11.301	7.382	10.271	5.227
LOC117885646|XM_034786975.1|mRNA	1.439	6.443	0.000	5.495	2.546	1.436
LOC117885646|XM_034786976.1|mRNA	3.400	1.339	27.189	13.100	42.958	17.898
LOC117885648|XM_034786979.1|mRNA	0.147	0.914	5.662	4.102	14.104	18.071
LOC117885649|XM_034786981.1|mRNA	0.000	0.000	0.596	0.268	1.471	5.058
LOC117885649|XM_034786982.1|mRNA	0.091	0.068	0.000	0.548	0.000	0.630
LOC117885649|XM_034786983.1|mRNA	0.405	0.415	0.890	0.768	6.023	3.568
LOC117885657|XM_034787005.1|mRNA	2.915	1.348	5.169	10.845	18.874	17.486
LOC117885659|XR_004647806.1|lnc_RNA	32.070	58.015	149.618	95.540	0.000	89.509
LOC117885661|XR_004647807.1|lnc_RNA	0.459	0.400	5.154	0.000	0.000	0.000
LOC117885669|XR_004647808.1|lnc_RNA	0.359	0.796	1.655	3.311	1.593	3.869
LOC117885675|XM_034787035.1|mRNA	0.006	1.420	0.000	4.212	12.784	6.268
LOC117885675|XM_034787037.1|mRNA	2.943	5.591	24.601	8.378	18.158	22.134
LOC117885678|XM_034787044.1|mRNA	0.000	0.151	0.000	0.000	2.141	0.000
LOC117885678|XM_034787045.1|mRNA	0.397	1.066	3.775	2.134	4.043	2.538
LOC117885679|XM_034787047.1|mRNA	0.000	0.000	2.899	1.530	0.000	0.000
LOC117885679|XM_034787049.1|mRNA	0.000	0.000	2.341	0.000	0.000	0.000
LOC117885679|XM_034787050.1|mRNA	0.000	0.982	0.000	0.000	11.497	3.597
LOC117885679|XM_034787053.1|mRNA	0.000	0.241	1.360	1.002	0.000	0.000
LOC117885679|XM_034787054.1|mRNA	0.468	0.000	3.201	0.000	0.005	5.318
LOC117885680|XM_034787059.1|mRNA	0.000	0.000	2.583	0.000	0.009	6.475
LOC117885680|XM_034787064.1|mRNA	0.816	0.673	6.584	3.660	13.669	5.086
LOC117885680|XM_034787065.1|mRNA	0.000	0.203	1.542	0.125	2.794	0.000
LOC117885685|XM_034787076.1|mRNA	3.129	0.000	0.002	0.000	0.000	0.000
LOC117885685|XM_034787077.1|mRNA	1.742	0.118	0.534	0.509	1.024	1.591
LOC117885685|XM_034787078.1|mRNA	0.000	0.478	4.284	2.701	0.000	9.560
LOC117885685|XM_034787079.1|mRNA	0.000	1.460	3.880	1.399	7.457	7.362
LOC117885687|XM_034787083.1|mRNA	1.556	3.820	22.703	5.615	33.578	25.676
LOC117885687|XM_034787084.1|mRNA	0.000	1.078	5.259	1.782	0.000	0.000
LOC117885687|XR_004647811.1|transcript	0.000	0.029	0.679	1.034	0.000	0.000
LOC117885688|XM_034787085.1|mRNA	1.349	6.651	80.754	19.704	71.443	66.171
LOC117885689|XM_034787086.1|mRNA	6.693	12.213	31.499	34.631	8.631	23.834
LOC117885689|XM_034787087.1|mRNA	1.830	1.987	114.706	4.239	139.935	146.017
LOC117885691|XM_034787093.1|mRNA	8.508	34.096	97.478	63.718	62.665	74.013
LOC117885701|XR_004647815.1|lnc_RNA	0.000	0.537	4.998	1.195	0.000	0.000
LOC117885701|XR_004647816.1|lnc_RNA	0.625	1.106	0.070	0.887	3.262	2.861
LOC117885702|XM_034787110.1|mRNA	0.861	0.900	0.611	2.912	1.031	1.732
LOC117885702|XR_004647818.1|transcript	0.000	0.000	0.700	0.158	0.544	0.000
LOC117885715|XM_034787133.1|mRNA	0.112	1.169	2.918	1.269	0.869	1.903
LOC117885719|XR_004647827.1|lnc_RNA	0.718	1.623	1.038	3.635	0.666	3.627
LOC117885721|XR_004647830.1|lnc_RNA	0.268	7.717	9.036	11.821	8.365	8.633
LOC117885724|XM_034787146.1|mRNA	0.601	1.010	2.767	2.059	0.207	1.822
LOC117885729|XR_004647832.1|lnc_RNA	0.148	0.000	1.525	0.594	3.361	0.949
LOC117885731|XR_004647834.1|lnc_RNA	0.147	0.519	0.000	0.326	0.000	3.363
LOC117885735|XM_034787167.1|mRNA	2.726	1.206	7.507	3.172	3.102	9.132
LOC117885754|XR_004647835.1|lnc_RNA	0.000	7.285	13.639	15.115	16.736	18.205
LOC117885756|XR_004647836.1|lnc_RNA	0.151	0.135	0.412	0.543	0.691	1.706
LOC117885765|XM_034787190.1|mRNA	2.402	3.918	3.821	8.435	6.333	0.682
LOC117885767|XM_034787192.1|mRNA	0.551	0.763	1.326	1.517	2.818	2.769
LOC117885773|XM_034787233.1|mRNA	0.236	0.105	0.835	0.118	0.716	0.390
LOC117885779|XM_034787212.1|mRNA	0.000	0.085	1.328	0.570	3.387	1.849
LOC117885781|XR_004647849.1|lnc_RNA	13.840	33.562	27.646	69.452	62.686	66.697
LOC117885785|XM_034787222.1|mRNA	0.034	0.181	0.463	0.338	0.390	0.641
LOC117885786|XR_004647852.1|lnc_RNA	0.330	0.352	9.329	0.527	8.451	4.639
LOC117885787|XR_004647853.1|lnc_RNA	14.346	37.053	130.030	78.178	205.053	119.735
LOC117885792|XM_034787238.1|mRNA	0.000	4.071	2.065	1.498	0.000	1.956
LOC117885792|XM_034787239.1|mRNA	1.285	2.943	1.861	5.602	2.298	1.606
