SeqID	0dpa_1	0dpa_2	0dpa_3	1dpa_1	1dpa_2	1dpa_3	3dpa_1	3dpa_2	3dpa_3
flna|rna22505|gene6984|Level=1	43.420	54.195	39.320	98.930	89.932	122.063	230.930	211.042	207.197
flnb|rna52958|gene27151|Level=1	18.718	22.140	12.577	15.240	15.112	16.754	24.521	24.196	25.048
flnc|rna14531|gene4462|Level=1	1.183	1.154	1.507	4.743	4.788	5.413	9.383	7.589	6.819
flot1|rna12064|gene3680|Level=1	135.687	199.462	128.401	123.359	127.339	142.283	79.549	94.531	87.312
flot2|rna10043|gene3066|Level=1	59.101	79.682	51.395	55.369	59.309	62.603	52.808	58.093	54.418
flot2|rna23825|gene7380|Level=2	0.437	0.516	0.178	0.584	0.252	0.345	0.241	0.302	0.213
flrt1|rna57798|gene30173|Level=1	9.259	12.730	7.259	4.973	6.340	5.561	0.844	2.858	1.437
flrt2|rna50214|gene25367|Level=1	12.605	17.998	11.911	10.807	13.450	12.227	6.092	10.115	8.799
flrt3|rna20306|gene6290|Level=1	5.086	8.076	4.235	4.196	4.649	5.224	7.057	6.042	6.546
flt1|rna42611|gene20658|Level=1	0.783	1.621	0.939	0.671	0.746	0.791	0.429	0.567	0.454
flt3lg|rna16855|gene5181|Level=1	3.794	6.108	3.937	7.534	11.381	10.412	1.122	2.794	1.888
flt3|rna63752|gene33829|Level=1	0.778	1.373	0.591	0.866	0.817	0.815	0.691	1.098	0.681
flt4|rna52524|gene26878|Level=1	1.325	3.602	1.334	1.527	1.623	1.888	1.925	2.136	1.136
flvcr1|rna728|gene238|Level=1	5.588	8.262	4.284	9.833	7.409	8.237	2.828	5.550	3.006
flvcr2|rna6712|gene2049|Level=1	1.392	1.454	2.760	4.716	4.654	4.911	8.956	7.744	9.146
fmc1|rna113|gene38|Level=1	47.758	48.131	54.627	60.764	57.599	51.042	66.667	59.695	63.218
fmn1|rna22915|gene7105|Level=1	0.935	1.371	1.026	0.804	0.854	0.908	3.460	2.120	2.019
fmn2|rna26801|gene8291|Level=1	6.139	10.127	5.323	6.217	6.243	6.928	1.601	3.406	2.178
fmnl1|rna59572|gene31304|Level=1	1.181	1.473	1.121	4.398	3.730	3.304	1.006	2.470	1.724
fmnl2|rna53826|gene27676|Level=1	5.780	10.884	4.906	7.680	7.063	7.684	6.291	8.136	4.927
fmnl3|rna36452|gene16668|Level=1	7.168	9.918	6.165	10.989	9.176	10.943	14.844	14.065	12.345
fmo2|rna48148|gene24141|Level=2	0.304	0.829	0.085	0.155	0.197	0.230	0.281	0.335	0.270
fmo2|rna6730|gene2051|Level=2	0.757	0.723	0.741	0.569	0.651	0.638	0.561	0.678	0.819
fmo3|rna18510|gene5714|Level=1	0.138	0.165	0.126	0.060	0.052	0.122	0.159	0.178	0.176
fmo5.1|rna42332|gene20492|Level=1	0.092	0.383	0.108	0.067	0.182	0.156	0.030	0.066	0.033
fmo5.2|rna52255|gene26692|Level=1	0.218	0.305	0.331	0.225	0.218	0.204	0.215	0.489	0.349
fmo5|rna56453|gene29305|Level=2	9.574	10.048	7.922	11.642	11.478	12.989	13.650	12.673	12.227
fmr1|rna3099|gene968|Level=1	24.631	26.440	18.576	25.015	24.351	27.581	34.435	32.653	28.028
fn1|rna43616|gene21300|Level=1	85.997	161.613	76.555	112.294	103.900	115.332	452.096	386.354	572.972
fn3krp|rna37772|gene17568|Level=1	31.108	40.512	27.783	14.601	13.414	12.799	6.599	11.257	9.499
fnbp1l|rna47602|gene23803|Level=1	20.295	27.193	18.743	21.985	20.037	19.445	25.797	24.387	23.009
fnbp1|rna43961|gene21499|Level=1	9.020	16.720	7.781	12.147	11.435	10.696	2.143	5.175	2.950
fnbp4|rna35839|gene16283|Level=1	40.781	86.907	46.643	41.915	59.067	73.273	59.457	77.648	64.573
fnbp4|rna45680|gene22604|Level=2	12.391	33.094	15.744	14.013	10.702	12.396	28.180	21.793	12.800
fndc10|rna35884|gene16316|Level=1	7.702	10.124	6.391	8.346	8.454	7.622	0.552	2.784	1.758
fndc1|rna58184|gene30385|Level=1	0.721	0.849	0.796	0.503	0.304	0.354	0.477	0.587	0.332
fndc3a|rna41553|gene20007|Level=1	8.926	12.594	8.233	16.118	16.204	19.705	7.580	10.407	8.057
fndc3b|rna45441|gene22428|Level=1	5.307	6.657	4.479	5.374	4.869	6.500	11.452	8.879	11.589
fndc3c|rna48062|gene24085|Level=1	6.074	9.023	6.168	8.971	8.977	12.383	13.626	14.502	15.115
fndc4|rna60872|gene32119|Level=1	5.882	8.599	4.393	3.732	3.289	3.263	0.121	1.620	0.603
fndc7|rna50479|gene25558|Level=2	0.501	0.311	0.826	0.254	0.333	0.665	0.319	1.352	1.874
fndc7|rna62481|gene33077|Level=1	0.320	0.283	0.656	0.201	0.164	0.435	0.227	1.184	1.112
fndc9|rna10515|gene3206|Level=1	0.476	2.432	0.445	0.787	1.139	0.555	0.196	0.194	0.174
fnip1|rna57687|gene30096|Level=1	5.209	8.824	5.695	7.211	7.278	8.677	5.383	7.018	6.909
fnip2|rna7045|gene2146|Level=1	3.953	5.270	4.062	4.737	5.141	5.719	4.073	4.898	4.785
fnta|rna55125|gene28486|Level=1	31.203	36.645	27.006	54.107	49.653	51.488	47.343	46.413	45.991
fntb|rna22310|gene6920|Level=1	8.871	10.595	7.771	19.577	16.601	15.854	16.349	14.537	12.221
focad|rna53709|gene27604|Level=1	7.669	15.000	7.364	6.272	6.628	6.940	7.931	8.525	7.923
folh1|rna15711|gene4820|Level=1	1.897	2.622	1.777	0.181	0.246	0.220	1.231	0.995	1.000
folr1|rna61220|gene32318|Level=1	0.104	0.000	0.074	0.000	0.095	0.024	0.889	0.338	0.958
fosb|rna58035|gene30309|Level=1	2.466	3.618	5.695	0.725	0.897	0.673	0.314	0.395	0.337
fosl1|rna4691|gene1450|Level=1	3.609	5.168	15.113	65.541	80.165	82.290	3.624	16.111	12.043
fosl2|rna35300|gene15961|Level=1	1.472	4.151	3.188	15.299	13.896	16.014	16.265	14.220	13.889
fos|rna14293|gene4390|Level=1	161.952	153.065	207.909	41.604	59.841	50.647	21.674	20.396	34.712
foxa1|rna20958|gene6484|Level=1	3.262	2.687	2.425	2.252	2.381	3.476	15.615	12.842	15.973
foxa2|rna13032|gene3985|Level=1	15.993	14.402	10.658	5.294	5.539	6.754	25.617	21.642	21.436
foxb1|rna25062|gene7782|Level=1	15.652	19.006	14.746	9.119	9.363	10.833	34.238	30.122	23.768
foxc1|rna18746|gene5797|Level=1	2.937	5.267	1.683	5.751	4.165	3.039	2.530	2.701	2.251
foxc2|rna10904|gene3333|Level=1	5.794	10.290	4.688	7.925	6.251	5.045	7.314	6.422	5.805
foxd1|rna10319|gene3154|Level=1	3.920	6.151	3.116	5.603	5.161	4.708	15.607	12.421	9.353
foxd2|rna35582|gene16116|Level=1	0.948	2.329	1.215	1.236	0.763	0.810	1.984	2.457	1.652
foxd3|rna36325|gene16597|Level=1	16.237	24.776	11.329	13.094	11.766	11.338	1.965	5.355	3.324
foxd4l1.1|rna228|gene77|Level=1	0.322	0.725	0.304	0.184	0.280	0.522	2.323	2.102	1.753
foxe1|rna19305|gene5982|Level=1	0.139	0.239	0.562	0.000	0.245	0.035	1.871	0.695	1.657
foxf1|rna7598|gene2306|Level=1	0.231	0.232	0.315	0.486	0.304	0.539	3.284	1.913	2.442
foxf2|rna9001|gene2718|Level=1	1.593	2.269	1.301	1.256	1.403	1.628	2.355	2.338	2.021
foxi1|rna25632|gene7947|Level=1	0.181	0.137	0.561	0.160	0.112	0.374	0.106	0.495	0.189
foxj1.2|rna25897|gene8017|Level=1	2.384	2.937	2.366	2.817	3.360	3.361	8.931	7.365	6.821
foxj1|rna37225|gene17210|Level=1	11.442	14.133	8.795	32.734	38.612	38.934	72.901	62.933	54.174
foxj2|rna20429|gene6325|Level=1	12.153	14.593	8.310	13.646	13.777	14.634	12.387	14.161	11.665
foxj2|rna48869|gene24567|Level=1	11.358	16.729	7.703	14.591	11.541	11.849	17.440	11.287	7.094
foxj3|rna59237|gene31073|Level=1	2.942	3.478	2.909	4.251	3.620	3.939	4.966	5.102	4.474
foxk2|rna4018|gene1253|Level=1	47.670	92.532	40.053	30.496	34.132	34.815	25.780	32.326	26.414
foxl1|rna59625|gene31346|Level=1	0.808	1.207	0.468	2.285	1.978	1.436	1.059	0.843	0.914
foxl2|rna50595|gene25636|Level=1	0.285	1.259	0.151	0.125	0.251	0.167	0.249	0.361	0.277
foxl3-ot1|rna58555|gene30626|Level=1	0.685	0.241	0.440	0.106	0.212	0.177	0.242	0.108	0.134
foxm1|rna57262|gene29831|Level=1	2.138	0.280	0.730	0.972	0.781	1.201	13.746	11.028	10.752
foxn1|rna47904|gene23988|Level=1	0.604	0.466	1.179	0.266	0.310	0.653	0.638	1.185	0.962
foxn2|rna15497|gene4753|Level=1	3.137	2.637	2.961	3.771	2.944	3.492	3.169	4.251	2.509
foxn3|rna51465|gene26180|Level=1	9.179	14.260	9.688	9.324	9.976	11.673	8.890	9.069	10.366
foxn4|rna20151|gene6240|Level=1	2.564	2.829	1.729	1.835	1.539	2.253	2.828	3.232	2.800
foxo1|rna9553|gene2914|Level=1	4.093	5.957	5.396	7.636	7.691	8.840	12.547	9.659	10.367
foxo3|rna47502|gene23744|Level=1	13.594	17.157	10.634	8.274	8.043	9.381	10.406	10.207	8.740
foxo4|rna22410|gene6948|Level=1	2.135	2.953	2.566	1.920	1.873	2.355	3.490	3.629	3.032
foxo6|rna49722|gene25070|Level=2	0.633	0.961	0.733	1.201	0.933	1.344	0.639	0.767	0.589
foxp1|rna33040|gene13894|Level=1	4.755	6.469	4.807	4.832	4.947	5.482	10.126	8.990	12.108
foxp1|rna44446|gene21793|Level=1	2.335	3.643	2.666	3.280	2.263	2.849	5.590	5.840	5.221
foxp2|rna37142|gene17147|Level=1	7.130	8.698	5.472	4.123	4.013	4.923	7.390	6.354	6.410
foxp3|rna1085|gene348|Level=1	0.038	0.113	0.134	0.166	0.043	0.129	2.373	0.416	0.896
foxp4|rna27399|gene8468|Level=1	9.146	11.562	7.296	11.084	8.970	10.443	34.423	26.692	29.015
foxq1|rna53990|gene27773|Level=1	4.224	8.352	4.481	2.482	2.246	2.155	8.888	7.426	10.464
foxr1|rna53037|gene27193|Level=1	0.056	1.128	0.131	0.217	0.126	0.316	0.072	0.064	0.000
foxred1|rna42128|gene20367|Level=1	7.491	6.518	5.808	10.180	9.873	11.007	16.839	14.264	14.485
foxred2|rna15567|gene4773|Level=1	23.937	24.377	21.071	20.773	19.302	20.146	19.067	20.054	18.877
fpgs|rna4537|gene1410|Level=1	5.079	6.269	4.940	17.070	18.520	19.963	9.136	11.946	11.957
fpgt|rna48243|gene24206|Level=1	1.574	1.981	1.070	1.688	1.331	1.352	2.463	2.064	2.032
fra10ac1|rna58353|gene30490|Level=1	9.770	14.192	10.450	9.095	9.616	11.353	11.801	10.059	11.016
fras1|rna45134|gene22234|Level=1	3.979	4.481	3.890	2.410	2.670	3.610	17.692	9.695	16.514
frat1|rna57474|gene29955|Level=1	17.713	24.379	17.090	18.304	24.097	31.951	11.838	22.030	16.192
frem1l|rna59075|gene30951|Level=1	0.338	0.554	0.542	0.495	0.474	0.522	8.340	3.467	8.773
frem1|rna59117|gene30979|Level=1	0.334	0.495	0.199	0.288	0.245	0.271	5.044	0.920	3.148
frem2|rna60287|gene31776|Level=1	3.210	5.142	3.096	8.013	7.526	10.536	57.693	34.423	47.957
frem3|rna48385|gene24283|Level=1	0.314	0.327	0.234	0.291	0.411	0.577	61.109	23.487	84.034
frg1|rna2202|gene695|Level=1	54.389	58.434	50.164	44.046	52.468	54.851	59.874	52.506	54.973
frk|rna47178|gene23553|Level=1	1.514	1.792	4.633	0.423	0.710	0.830	4.678	3.712	4.071
frmd3|rna59554|gene31293|Level=1	7.950	9.382	6.748	5.396	5.946	5.285	3.329	5.123	4.042
frmd4a|rna37877|gene17639|Level=1	18.293	24.069	16.052	16.308	14.298	16.949	16.273	21.133	13.727
frmd4b|rna57254|gene29827|Level=1	10.252	10.617	11.146	12.568	12.218	13.771	14.052	15.023	16.331
frmd5|rna47371|gene23676|Level=1	4.472	4.845	3.376	4.247	3.213	3.595	0.528	2.751	1.698
frmd6|rna53151|gene27267|Level=1	4.660	4.750	3.892	3.583	3.071	3.741	8.242	6.969	6.577
frmd7|rna57030|gene29668|Level=1	15.098	28.607	14.290	14.534	17.772	22.942	19.865	26.167	18.901
frmd8|rna20301|gene6288|Level=1	11.035	16.509	10.796	10.821	11.123	12.451	17.312	15.248	16.182
frmpd1|rna38285|gene17858|Level=1	0.591	1.717	0.527	0.508	0.734	0.614	0.060	0.187	0.126
frmpd2|rna16456|gene5055|Level=1	0.420	1.240	0.562	0.905	1.146	1.213	0.917	1.735	0.743
frmpd3|rna37992|gene17684|Level=1	5.351	7.734	4.014	2.907	2.775	3.050	0.167	1.236	0.641
frmpd4|rna42692|gene20719|Level=1	5.474	8.313	4.164	2.294	2.865	2.829	0.228	0.877	0.587
frrs1l|rna21816|gene6757|Level=1	53.873	61.559	42.097	39.413	44.598	44.591	35.545	40.922	35.026
frrs1|rna26638|gene8242|Level=1	2.985	2.228	4.838	1.684	1.963	2.511	5.314	4.106	6.305
frs2|rna40058|gene19055|Level=1	22.288	26.890	23.942	21.517	22.718	28.550	31.708	30.929	27.896
frs3|rna18032|gene5563|Level=1	7.287	10.558	6.300	5.999	6.351	7.574	3.720	5.602	4.920
fryl|rna34973|gene15765|Level=1	16.935	23.468	14.734	11.592	13.395	15.128	12.967	16.250	13.242
fry|rna10771|gene3286|Level=1	14.014	25.397	12.876	19.874	21.791	25.047	16.424	24.355	18.570
frzb|rna24250|gene7528|Level=1	40.255	48.035	31.860	28.658	27.681	23.446	3.750	7.848	5.731
fsbp|rna42487|gene20599|Level=1	0.434	0.526	0.381	0.295	0.423	0.415	1.620	1.387	1.462
fscb|rna63463|gene33681|Level=2	0.075	2.536	0.132	0.182	0.254	0.509	0.386	1.401	0.850
fscn1|rna8684|gene2615|Level=1	67.773	85.152	51.465	118.317	106.484	117.769	161.950	148.636	142.497
fscn2|rna14910|gene4582|Level=1	0.728	1.232	0.645	0.391	0.635	0.683	0.259	0.561	0.333
fsd1l|rna50043|gene25280|Level=1	3.573	4.948	2.885	4.632	4.393	4.628	3.357	4.382	3.013
fsd1|rna16101|gene4948|Level=1	25.428	31.968	22.714	32.647	37.321	36.853	9.349	21.341	15.681
fsd2|rna46620|gene23191|Level=1	0.647	0.595	1.125	1.165	0.543	0.687	2.053	1.399	1.684
fsip1|rna41287|gene19859|Level=1	9.078	10.330	7.888	8.944	9.579	10.617	10.856	10.679	9.461
fstl1|rna15577|gene4777|Level=1	115.704	158.823	96.115	189.806	159.577	171.990	657.227	421.574	533.954
fstl3|rna14136|gene4335|Level=1	6.895	7.018	5.348	5.900	5.197	5.764	17.907	11.431	20.200
fstl4|rna52178|gene26636|Level=1	1.811	3.034	1.427	1.357	1.611	1.223	0.077	0.257	0.123
fstl5|rna63345|gene33624|Level=1	5.483	7.425	3.838	2.532	3.077	3.343	0.263	1.074	0.544
fst|rna24298|gene7542|Level=1	14.189	11.521	9.972	8.881	7.800	8.536	2.515	3.705	3.090
ftcd|rna7714|gene2330|Level=1	5.430	4.302	11.357	4.494	5.155	6.502	14.781	14.072	16.534
fth1.1|rna14953|gene4592|Level=1	10651.300	9998.260	15348.800	8963.100	11681.700	9669.260	8273.940	13553.000	11777.900
ftmt|rna11073|gene3379|Level=1	1264.380	1541.280	1641.680	1156.910	1307.900	1045.550	838.213	968.344	932.769
fto|rna42505|gene20612|Level=1	4.046	3.414	3.167	4.596	4.091	4.931	5.251	5.872	5.215
ftsj3|rna39545|gene18716|Level=1	16.122	15.175	13.659	52.092	53.519	59.927	67.296	55.631	58.019
fubp1|rna4934|gene1513|Level=1	35.469	34.221	33.778	80.751	75.407	94.716	105.355	90.241	89.972
fubp3|rna48234|gene24204|Level=1	4.084	4.948	3.962	7.128	6.849	9.079	8.947	6.945	8.032
fuca1|rna22890|gene7095|Level=1	26.185	20.402	52.463	21.838	25.901	26.443	46.735	62.485	63.937
fuca1|rna42235|gene20428|Level=1	5.250	12.399	11.586	7.645	7.154	4.790	10.723	9.212	6.616
fuca2|rna5437|gene1659|Level=1	20.379	33.860	32.343	15.810	17.682	16.374	20.290	33.249	29.289
fucolectinloc100491211|rna6167|gene1887|Level=1	8.384	8.440	6.557	8.083	4.406	4.300	3.512	7.224	4.145
fucolectin|rna26200|gene8114|Level=1	1.666	1.733	3.535	0.561	0.688	1.692	3.249	2.523	2.347
fundc1|rna60440|gene31870|Level=1	44.379	40.437	40.120	40.989	36.863	43.434	32.937	32.225	37.571
furin|rna19936|gene6174|Level=1	9.565	12.106	10.011	21.366	21.717	26.429	39.083	31.643	43.346
fus|rna50935|gene25836|Level=1	173.868	192.686	127.953	300.952	268.290	326.983	479.511	391.711	378.343
fut10|rna49371|gene24832|Level=1	6.307	7.718	5.019	5.637	5.069	6.421	10.454	8.437	9.972
fut11|rna716|gene234|Level=1	15.340	17.665	13.970	19.894	19.567	22.796	34.350	30.081	33.278
fut1|rna62749|gene33228|Level=1	0.191	0.362	0.339	0.202	0.165	0.616	2.665	0.866	3.810
fut2|rna44637|gene21897|Level=1	0.499	0.910	1.042	0.450	0.803	0.589	1.644	0.785	1.220
fut3|rna19173|gene5932|Level=2	0.689	0.207	1.050	0.292	0.000	0.472	1.261	2.916	3.046
fut3|rna51524|gene26221|Level=2	2.851	2.149	8.849	1.093	1.249	3.462	7.831	9.839	9.118
fut3|rna54311|gene27979|Level=1	0.224	0.378	1.147	0.000	0.228	0.163	5.274	2.117	4.167
fut4|rna49795|gene25127|Level=1	3.480	5.714	2.011	3.720	3.816	4.407	0.671	1.413	1.007
fut5|rna12090|gene3691|Level=1	0.539	0.490	1.691	0.275	0.758	0.467	3.018	2.435	3.535
fut6.2|rna18134|gene5592|Level=1	0.071	0.000	0.408	0.035	0.147	0.037	0.147	0.370	0.204
fut6|rna41889|gene20215|Level=1	12.572	10.783	60.761	4.773	8.955	9.411	31.168	40.520	45.816
fut7|rna46317|gene23001|Level=1	1.300	1.250	1.406	2.842	2.550	2.288	1.707	2.620	1.354
fut8|rna50967|gene25857|Level=1	30.747	39.592	24.028	34.635	33.424	34.954	22.379	22.430	21.517
fut9|rna49386|gene24843|Level=1	4.858	7.157	3.968	3.167	3.938	2.638	0.120	0.716	0.311
fuz|rna1965|gene629|Level=1	4.861	4.728	3.786	4.959	5.137	4.946	8.814	8.351	7.201
fxn|rna20905|gene6465|Level=1	10.560	10.306	13.252	13.231	13.778	14.094	16.577	14.436	17.002
fxr1|rna39274|gene18516|Level=1	50.422	74.916	48.975	71.999	64.738	72.958	54.933	53.021	51.337
fxyd1|rna38679|gene18116|Level=1	21.002	72.435	22.712	17.979	20.104	14.799	9.453	11.780	13.010
fxyd2|rna49267|gene24760|Level=2	28.473	105.368	19.265	20.570	33.560	15.194	0.162	1.693	1.960
fxyd2|rna56725|gene29474|Level=2	0.187	0.408	0.697	0.091	0.416	0.453	0.289	0.204	0.201
fxyd3|rna43691|gene21347|Level=1	55.055	93.684	74.203	44.814	38.268	27.951	60.090	72.979	88.959
fxyd6|rna12226|gene3735|Level=1	119.565	230.957	129.264	119.513	130.376	136.395	14.922	62.046	45.385
fyb1|rna61130|gene32273|Level=1	1.548	3.279	1.813	3.833	3.068	3.160	1.089	3.149	1.983
fyb2|rna54799|gene28279|Level=1	1.407	1.112	3.161	0.439	0.590	0.993	4.027	4.282	3.655
fyn|rna52939|gene27135|Level=1	33.434	51.418	28.761	31.147	33.901	37.330	19.600	30.391	21.650
fyttd1|rna18592|gene5739|Level=1	23.415	29.217	23.151	34.726	34.216	38.547	25.167	27.236	27.407
fyttd1|rna56584|gene29380|Level=2	0.231	0.116	0.215	0.710	0.193	0.193	0.866	0.507	0.279
fzd10|rna27544|gene8512|Level=1	7.612	9.561	6.303	6.935	7.631	7.223	9.508	9.613	11.713
fzd1|rna59285|gene31105|Level=1	4.465	9.190	2.654	4.994	5.608	3.687	8.381	6.580	5.867
fzd2|rna15360|gene4709|Level=1	16.727	17.121	14.268	26.953	24.741	28.529	64.469	56.498	61.765
fzd3|rna38074|gene17731|Level=1	12.905	15.722	9.163	12.148	11.005	11.320	13.155	15.557	11.249
fzd4|rna2206|gene696|Level=1	4.654	4.888	3.678	3.760	3.353	3.430	5.286	6.159	4.560
fzd5|rna40466|gene19346|Level=1	0.035	0.144	0.102	0.253	0.151	0.308	0.141	0.287	0.182
fzd6|rna58112|gene30344|Level=1	74.899	75.107	71.970	86.334	78.961	98.819	147.877	163.861	135.046
fzd7|rna10667|gene3254|Level=1	33.298	34.100	28.870	17.422	14.046	16.765	29.602	37.227	27.710
fzd8|rna27216|gene8412|Level=1	1.101	0.679	0.900	0.991	0.636	0.923	0.976	1.004	0.776
fzd9|rna61739|gene32660|Level=1	1.007	1.611	0.995	1.467	1.024	1.266	1.422	1.406	0.975
fzr1|rna48338|gene24261|Level=1	23.785	27.324	20.075	28.635	28.038	30.865	31.042	30.134	29.875
g0s2|rna20233|gene6266|Level=1	31.938	10.697	45.107	26.576	29.105	30.423	20.015	13.131	16.448
g2e3|rna12296|gene3760|Level=1	3.451	3.911	2.905	2.556	2.806	3.194	6.549	6.501	5.668
g3bp1|rna22289|gene6912|Level=1	41.657	39.794	37.898	142.909	139.088	163.597	147.915	140.196	138.954
g3bp2|rna9977|gene3045|Level=1	10.983	17.253	9.595	15.856	16.323	19.626	17.854	19.729	19.412
g6pc1.3|rna22635|gene7021|Level=1	15.926	9.764	18.070	5.923	6.576	12.585	23.261	53.273	29.365
g6pc3.1|rna56855|gene29546|Level=1	5.682	6.409	4.848	12.477	10.879	10.883	14.421	12.409	12.339
g6pd|rna38562|gene18036|Level=1	17.832	22.060	18.229	34.026	27.143	26.780	29.117	25.996	33.007
gaa|rna59860|gene31495|Level=1	13.101	20.058	12.726	13.359	11.243	13.114	15.610	16.665	17.108
gab1|rna62819|gene33276|Level=1	5.768	11.030	5.542	8.928	9.206	10.681	9.391	11.009	9.620
gab2|rna58560|gene30629|Level=1	5.343	5.331	3.568	6.415	5.911	5.515	1.242	3.121	1.796
gab3|rna47902|gene23986|Level=1	2.686	4.063	2.821	2.143	1.854	1.943	2.524	2.479	2.819
gabarapl1|rna45858|gene22715|Level=1	336.284	421.395	342.979	254.818	286.063	277.490	87.966	161.179	124.967
gabarapl2|rna27209|gene8410|Level=1	277.484	382.714	299.717	198.185	238.730	200.545	68.726	133.005	121.053
gabbr1|rna59963|gene31558|Level=1	67.782	98.144	54.456	50.324	55.751	58.642	12.274	31.304	22.128
gabbr2|rna38874|gene18243|Level=1	10.077	15.993	8.462	9.159	10.880	12.994	0.306	3.693	1.974
gabpa|rna37111|gene17127|Level=1	14.025	19.387	13.537	13.565	14.479	15.537	23.547	22.999	22.124
gabpb1|rna17690|gene5459|Level=1	4.649	5.655	4.374	5.831	6.152	6.749	9.706	8.608	8.535
gabpb2|rna36115|gene16459|Level=1	10.755	12.684	11.087	14.300	14.198	14.373	22.998	21.354	20.455
gabra1|rna37205|gene17193|Level=1	2.891	4.841	2.270	2.428	2.707	3.082	1.136	1.563	1.091
gabra2|rna39358|gene18588|Level=1	13.333	25.367	11.537	11.430	13.251	12.160	0.419	2.248	1.439
gabra3|rna4506|gene1403|Level=1	5.718	9.365	4.485	4.843	4.763	4.775	0.198	2.141	0.878
gabra5|rna58266|gene30430|Level=1	21.009	27.113	18.829	8.493	10.143	10.482	0.201	2.601	1.942
gabrb1|rna60304|gene31782|Level=1	0.389	0.475	0.295	0.304	0.236	0.217	0.022	0.120	0.012
gabrb2|rna6197|gene1897|Level=1	0.788	0.546	0.714	0.280	0.230	0.242	0.014	0.160	0.061
gabrb3|rna50945|gene25843|Level=1	0.830	2.446	0.840	0.752	0.586	0.827	0.377	0.462	0.373
gabrg2|rna39183|gene18448|Level=1	5.237	5.595	3.472	4.899	4.593	4.112	0.117	0.963	0.391
gabrg3|rna35442|gene16024|Level=1	9.071	9.762	8.004	4.608	4.232	3.962	0.401	1.491	1.438
gabrp|rna53613|gene27550|Level=2	0.752	0.712	0.573	0.431	0.880	0.453	0.172	0.512	0.127
gabrq|rna41393|gene19918|Level=1	2.384	2.678	1.859	2.960	2.198	2.707	0.215	1.023	0.388
gabrr1|rna35059|gene15810|Level=1	0.407	1.452	0.302	1.661	2.193	2.036	1.300	1.350	1.626
gabrr1|rna36162|gene16491|Level=2	0.015	0.121	0.366	0.784	0.816	0.611	0.163	0.379	0.656
gabrr1|rna57085|gene29715|Level=2	0.094	0.505	0.148	0.604	0.771	0.745	1.325	0.919	1.089
gabrr2|rna62533|gene33116|Level=2	0.270	1.068	0.230	0.443	0.395	0.476	0.079	0.171	0.051
gabrr4.1|rna37803|gene17592|Level=1	0.401	0.783	0.118	2.150	2.961	1.966	1.166	1.550	2.198
gad1.1|rna4501|gene1401|Level=1	30.622	45.132	29.934	27.456	27.125	28.258	0.921	7.752	5.632
gad1.2|rna35931|gene16355|Level=1	0.300	0.069	0.326	0.146	0.105	0.157	0.239	0.214	1.308
gad2|rna49260|gene24755|Level=1	19.122	27.004	17.018	16.635	19.300	20.045	0.704	4.426	2.958
gadd45a|rna8917|gene2692|Level=1	5.308	6.693	15.529	42.370	63.662	74.394	20.719	35.464	32.732
gadd45b|rna63927|gene33950|Level=1	1.874	3.960	3.014	8.165	10.191	8.550	3.526	3.926	3.200
gadd45gip1|rna48201|gene24179|Level=1	32.010	39.675	19.667	38.891	33.281	36.965	47.253	41.763	36.113
gadd45g|rna51375|gene26127|Level=1	39.888	44.517	69.778	262.103	311.472	317.622	54.907	88.239	93.501
gadl1|rna41655|gene20076|Level=1	0.447	0.793	0.364	0.503	0.678	0.470	0.089	0.491	0.165
gak|rna5526|gene1683|Level=1	8.191	10.314	9.470	10.388	10.597	11.139	12.338	11.993	9.940
gal.2|rna27443|gene8483|Level=1	0.094	0.028	0.111	0.092	0.000	0.081	0.183	0.164	0.474
gal3st1|rna6004|gene1838|Level=1	1.731	5.451	1.262	2.639	1.829	2.287	0.662	1.439	0.770
gal3st4.1|rna350|gene120|Level=1	0.815	1.432	1.883	0.867	1.432	1.314	1.571	3.224	2.084
gal3st4.2|rna47344|gene23659|Level=1	0.058	0.114	0.023	0.000	0.044	0.044	0.350	0.914	0.633
gal3st4.3|rna59454|gene31223|Level=1	0.268	0.599	0.499	0.138	0.394	0.410	2.883	5.320	4.130
gal3st4.6|rna8181|gene2460|Level=1	2.433	2.295	2.165	2.580	2.638	3.427	17.367	10.121	16.440
galc|rna3473|gene1081|Level=1	15.881	31.384	23.281	16.756	21.192	21.146	26.891	32.971	31.442
gale|rna21745|gene6733|Level=1	11.174	5.669	32.584	15.432	17.943	15.878	36.864	22.625	33.711
galk1|rna18653|gene5759|Level=1	20.319	25.509	32.212	17.681	22.159	27.611	28.500	25.333	34.690
galk2|rna5921|gene1811|Level=1	18.068	30.198	18.774	18.749	18.426	16.997	17.740	19.925	18.961
galm|rna61163|gene32291|Level=1	8.205	10.728	8.991	8.116	8.381	8.646	7.136	8.437	7.367
galns|rna41937|gene20241|Level=1	11.179	13.495	10.795	8.768	7.530	9.141	16.581	14.490	15.094
galnt10|rna36908|gene16987|Level=2	0.000	0.000	0.043	0.000	1.111	0.840	0.000	0.000	0.000
galnt10|rna60550|gene31946|Level=1	15.116	15.915	14.549	9.047	9.852	10.630	16.894	15.744	16.528
galnt11|rna20601|gene6376|Level=1	10.537	15.677	8.810	11.109	10.469	11.174	14.520	13.568	13.314
galnt12|rna52652|gene26957|Level=1	0.891	1.193	2.076	1.898	1.737	2.223	4.819	4.357	4.346
